id	CancerType	AP1
TCGA-OR-A5JP-01A	ACC	0.550748465
TCGA-OR-A5JG-01A	ACC	0.943159375
TCGA-OR-A5LG-01A	ACC	0.273125971
TCGA-OR-A5JR-01A	ACC	0.510639331
TCGA-OR-A5KU-01A	ACC	0.313165128
TCGA-OR-A5LS-01A	ACC	0.560057702
TCGA-OR-A5L9-01A	ACC	0.15971371
TCGA-OR-A5JQ-01A	ACC	1.422890921
TCGA-OR-A5K4-01A	ACC	1.015682107
TCGA-OR-A5JL-01A	ACC	0.537919692
TCGA-OR-A5LC-01A	ACC	1.508329149
TCGA-OR-A5K2-01A	ACC	0.659360104
TCGA-P6-A5OG-01A	ACC	1.903570514
TCGA-OR-A5JW-01A	ACC	0.417574463
TCGA-OR-A5KO-01A	ACC	1.377398452
TCGA-OR-A5J8-01A	ACC	1.666358198
TCGA-PA-A5YG-01A	ACC	0.54245092
TCGA-OR-A5KV-01A	ACC	0.521916147
TCGA-OR-A5L4-01A	ACC	0.37974368
TCGA-OR-A5KX-01A	ACC	1.097506231
TCGA-OR-A5L8-01A	ACC	0.367533629
TCGA-OR-A5JO-01A	ACC	0.504702763
TCGA-OR-A5JA-01A	ACC	1.161045934
TCGA-OR-A5LO-01A	ACC	0.226271806
TCGA-OR-A5JM-01A	ACC	2.180507316
TCGA-OR-A5JV-01A	ACC	0.579001638
TCGA-OR-A5JB-01A	ACC	1.953258868
TCGA-OR-A5LA-01A	ACC	0.208564985
TCGA-OR-A5JE-01A	ACC	0.854366535
TCGA-OR-A5JZ-01A	ACC	1.090439403
TCGA-OR-A5KT-01A	ACC	0.415498534
TCGA-OR-A5KZ-01A	ACC	2.206545529
TCGA-OR-A5LJ-01A	ACC	1.308814067
TCGA-OR-A5LB-01A	ACC	0.226432672
TCGA-OR-A5LT-01A	ACC	1.537175073
TCGA-OR-A5LD-01A	ACC	0.386623665
TCGA-OR-A5J2-01A	ACC	0.985891419
TCGA-PK-A5HB-01A	ACC	1.220506969
TCGA-OR-A5JS-01A	ACC	1.68737551
TCGA-OR-A5K6-01A	ACC	0.423133369
TCGA-OR-A5JY-01A	ACC	1.747605924
TCGA-OR-A5JT-01A	ACC	0.66604235
TCGA-PK-A5H8-01A	ACC	0.955030134
TCGA-OR-A5JX-01A	ACC	0.271242951
TCGA-OR-A5LK-01A	ACC	0.398458469
TCGA-P6-A5OF-01A	ACC	0.571704453
TCGA-OR-A5JI-01A	ACC	0.222545915
TCGA-OR-A5K5-01A	ACC	0.627328384
TCGA-OR-A5JC-01A	ACC	0.601025789
TCGA-OR-A5KW-01A	ACC	0.735967114
TCGA-OR-A5JJ-01A	ACC	1.202054014
TCGA-OR-A5JD-01A	ACC	0.706516548
TCGA-OR-A5LM-01A	ACC	0.264992705
TCGA-PK-A5HA-01A	ACC	0.302856568
TCGA-OR-A5JF-01A	ACC	0.325502574
TCGA-OR-A5LH-01A	ACC	0.479495179
TCGA-OR-A5K1-01A	ACC	0.758773563
TCGA-OR-A5LN-01A	ACC	0.30214666
TCGA-OR-A5LE-01A	ACC	0.823953397
TCGA-OR-A5L3-01A	ACC	0.099127137
TCGA-OU-A5PI-01A	ACC	0.457090264
TCGA-OR-A5K8-01A	ACC	0.377197424
TCGA-OR-A5K0-01A	ACC	0.964020959
TCGA-OR-A5KY-01A	ACC	0.768077779
TCGA-OR-A5J9-01A	ACC	0.612431919
TCGA-OR-A5J1-01A	ACC	0.314820036
TCGA-OR-A5J5-01A	ACC	0.648005454
TCGA-OR-A5L6-01A	ACC	0.834334431
TCGA-OR-A5LP-01A	ACC	0.562729602
TCGA-OR-A5K9-01A	ACC	0.981061781
TCGA-OR-A5J7-01A	ACC	0.790716139
TCGA-PK-A5H9-01A	ACC	0.554668864
TCGA-OR-A5LR-01A	ACC	0.62542712
TCGA-OR-A5JK-01A	ACC	0.300679898
TCGA-OR-A5J6-01A	ACC	0.313880377
TCGA-OR-A5LL-01A	ACC	0.892601653
TCGA-OR-A5K3-01A	ACC	0.354511295
TCGA-OR-A5J3-01A	ACC	0.316742423
TCGA-OR-A5L5-01A	ACC	0.389016397
TCGA-FD-A3SS-01A	BLCA	1.87259887
TCGA-FD-A43S-01A	BLCA	0.65304103
TCGA-UY-A78K-01A	BLCA	1.937650394
TCGA-DK-A2HX-01A	BLCA	1.423314955
TCGA-DK-A1A3-01A	BLCA	1.516028515
TCGA-GC-A6I3-01A	BLCA	1.644843533
TCGA-XF-AAMJ-01A	BLCA	1.018217134
TCGA-GC-A6I1-01A	BLCA	1.275788894
TCGA-ZF-A9RL-01A	BLCA	1.666529684
TCGA-DK-A3IL-01A	BLCA	1.492123934
TCGA-E7-A6MF-01A	BLCA	1.084249611
TCGA-BT-A20R-01A	BLCA	1.642744591
TCGA-H4-A2HQ-01A	BLCA	2.658136285
TCGA-GV-A3QH-01A	BLCA	2.590713058
TCGA-4Z-AA82-01A	BLCA	2.230208787
TCGA-E7-A4XJ-01A	BLCA	1.146360543
TCGA-XF-A8HE-01A	BLCA	2.3673431
TCGA-XF-A9T0-01A	BLCA	2.018947238
TCGA-FD-A5BT-01A	BLCA	0.816414516
TCGA-FD-A3SN-01A	BLCA	1.582745827
TCGA-G2-AA3C-01A	BLCA	1.779867864
TCGA-HQ-A2OE-01A	BLCA	2.53512138
TCGA-BL-A3JM-01A	BLCA	3.322246113
TCGA-XF-AAN3-01A	BLCA	1.007902763
TCGA-FD-A3SR-01A	BLCA	2.206436127
TCGA-4Z-AA89-01A	BLCA	1.410009057
TCGA-G2-A2EO-01A	BLCA	1.980583273
TCGA-ZF-AA5H-01A	BLCA	2.503754361
TCGA-BT-A20V-01A	BLCA	2.546128705
TCGA-GC-A3WC-01A	BLCA	2.404639537
TCGA-GV-A3JV-01A	BLCA	1.972320894
TCGA-YF-AA3M-01A	BLCA	2.570663694
TCGA-FD-A3B5-01A	BLCA	1.942871364
TCGA-CF-A47V-01A	BLCA	0.840876843
TCGA-GU-A42P-01A	BLCA	2.827237466
TCGA-BT-A20T-01A	BLCA	1.527942387
TCGA-XF-AAN0-01A	BLCA	2.993235705
TCGA-E7-A7DV-01A	BLCA	1.708570897
TCGA-GV-A40E-01A	BLCA	2.989957147
TCGA-FJ-A3Z9-01A	BLCA	1.624990903
TCGA-XF-A9ST-01A	BLCA	2.513686227
TCGA-FJ-A3ZF-01A	BLCA	1.962221224
TCGA-YC-A89H-01A	BLCA	1.753885756
TCGA-CF-A9FM-01A	BLCA	0.491536436
TCGA-DK-A1AD-01A	BLCA	2.215138777
TCGA-G2-A2EK-01A	BLCA	1.110797731
TCGA-E5-A2PC-01A	BLCA	2.09119844
TCGA-C4-A0F1-01A	BLCA	1.629332501
TCGA-FD-A43N-01A	BLCA	1.293057984
TCGA-BL-A13J-01A	BLCA	2.389889086
TCGA-FD-A3SO-01A	BLCA	2.524065273
TCGA-XF-A8HD-01A	BLCA	2.192941851
TCGA-BT-A20X-01A	BLCA	1.178625396
TCGA-ZF-AA52-01A	BLCA	1.497111596
TCGA-DK-AA76-01A	BLCA	2.056558279
TCGA-GV-A3JW-01A	BLCA	1.949955075
TCGA-FD-A3N6-01A	BLCA	2.077886296
TCGA-CU-A5W6-01A	BLCA	1.862601926
TCGA-DK-A2I4-01A	BLCA	2.331772412
TCGA-DK-AA6M-01A	BLCA	1.672144422
TCGA-4Z-AA7Y-01A	BLCA	2.052058791
TCGA-DK-A3WY-01A	BLCA	2.697261644
TCGA-E7-A3X6-01A	BLCA	2.095842163
TCGA-K4-A3WV-01A	BLCA	1.852798675
TCGA-DK-A3IQ-01A	BLCA	0.592872176
TCGA-ZF-AA56-01A	BLCA	2.250450143
TCGA-CU-A3QU-01A	BLCA	2.376433923
TCGA-FD-A6TI-01A	BLCA	0.690968479
TCGA-XF-A9T3-01A	BLCA	1.812510022
TCGA-FD-A3B3-01A	BLCA	1.936200138
TCGA-YF-AA3L-01A	BLCA	1.184382904
TCGA-SY-A9G0-01A	BLCA	0.928108555
TCGA-ZF-A9R2-01A	BLCA	1.855342226
TCGA-GU-AATQ-01A	BLCA	2.199332947
TCGA-FD-A5C1-01A	BLCA	2.30408971
TCGA-DK-A2I1-01A	BLCA	1.264961712
TCGA-CF-A5U8-01A	BLCA	0.630787347
TCGA-UY-A9PB-01A	BLCA	1.815494304
TCGA-DK-A3X1-01A	BLCA	1.974055845
TCGA-DK-A1AC-01A	BLCA	2.760127651
TCGA-FD-A62N-01A	BLCA	1.611049504
TCGA-DK-AA75-01A	BLCA	2.245652609
TCGA-XF-A9SL-01A	BLCA	1.102597641
TCGA-XF-A9T4-01A	BLCA	1.797860351
TCGA-XF-AAN2-01A	BLCA	2.546086213
TCGA-BT-A2LD-01A	BLCA	2.009546352
TCGA-ZF-A9R1-01A	BLCA	1.994656496
TCGA-ZF-A9R9-01A	BLCA	0.893821907
TCGA-DK-A6AV-01A	BLCA	1.739972417
TCGA-XF-AAMY-01A	BLCA	1.886649257
TCGA-GU-A763-01A	BLCA	1.066980646
TCGA-FD-A3B7-01A	BLCA	2.76657752
TCGA-FD-A3NA-01A	BLCA	2.454238476
TCGA-CF-A47T-01A	BLCA	1.282437969
TCGA-BT-A0S7-01A	BLCA	2.306619278
TCGA-GC-A3BM-01A	BLCA	2.047500434
TCGA-GD-A3OP-01A	BLCA	1.7656593
TCGA-SY-A9G5-01A	BLCA	2.06488047
TCGA-KQ-A41S-01A	BLCA	2.250082619
TCGA-4Z-AA7M-01A	BLCA	2.325401693
TCGA-FD-A3SJ-01A	BLCA	2.849065586
TCGA-E7-A677-01A	BLCA	2.439731565
TCGA-UY-A8OD-01A	BLCA	0.70985777
TCGA-DK-AA6L-01A	BLCA	1.848012643
TCGA-GD-A2C5-01A	BLCA	1.681653045
TCGA-K4-A4AC-01A	BLCA	1.996093734
TCGA-FD-A62O-01A	BLCA	1.886829696
TCGA-BT-A2LB-01A	BLCA	1.787895285
TCGA-FD-A3N5-01A	BLCA	2.174207451
TCGA-G2-A3VY-01A	BLCA	2.008216377
TCGA-DK-A1AA-01A	BLCA	1.342659777
TCGA-XF-A9SY-01A	BLCA	2.130504291
TCGA-DK-AA6Q-01A	BLCA	2.155978454
TCGA-G2-A2EL-01A	BLCA	2.717249479
TCGA-E7-A6ME-01A	BLCA	2.646362384
TCGA-HQ-A2OF-01A	BLCA	3.323088037
TCGA-FD-A6TF-01A	BLCA	1.625288773
TCGA-FD-A3SP-01A	BLCA	2.270368233
TCGA-BT-A20P-01A	BLCA	1.777786784
TCGA-GV-A40G-01A	BLCA	2.585897442
TCGA-CF-A47S-01A	BLCA	0.432166848
TCGA-XF-A9T2-01A	BLCA	1.740998574
TCGA-CF-A9FH-01A	BLCA	2.023308099
TCGA-ZF-AA4X-01A	BLCA	2.850374619
TCGA-XF-AAMQ-01A	BLCA	2.402849483
TCGA-CF-A3MH-01A	BLCA	1.2086566
TCGA-DK-AA6W-01A	BLCA	2.57614645
TCGA-KQ-A41O-01A	BLCA	1.753400342
TCGA-FJ-A3Z7-01A	BLCA	0.528263786
TCGA-S5-AA26-01A	BLCA	1.990538838
TCGA-FD-A3B4-01A	BLCA	2.214427738
TCGA-GC-A3OO-01A	BLCA	2.114050776
TCGA-XF-A9SP-01A	BLCA	1.571287722
TCGA-FD-A3SL-01A	BLCA	1.316695678
TCGA-FD-A6TB-01A	BLCA	1.97532598
TCGA-FD-A6TA-01A	BLCA	2.197840271
TCGA-XF-A8HB-01A	BLCA	2.542550845
TCGA-UY-A8OB-01A	BLCA	2.2231797
TCGA-GU-A767-01A	BLCA	1.479534721
TCGA-FD-A43U-01A	BLCA	1.336966921
TCGA-DK-AA6T-01A	BLCA	2.648586589
TCGA-5N-A9KI-01A	BLCA	1.279431213
TCGA-XF-A8HF-01A	BLCA	1.320795287
TCGA-UY-A78L-01A	BLCA	2.140407876
TCGA-FD-A5C0-01A	BLCA	2.239270124
TCGA-UY-A9PE-01A	BLCA	1.531160367
TCGA-K4-A6FZ-01A	BLCA	1.730916423
TCGA-DK-A3IK-01A	BLCA	1.037234989
TCGA-LC-A66R-01A	BLCA	2.366381065
TCGA-GU-A762-01A	BLCA	2.196066737
TCGA-4Z-AA7O-01A	BLCA	1.879825867
TCGA-DK-A6B5-01A	BLCA	1.832029918
TCGA-C4-A0F0-01A	BLCA	1.890809208
TCGA-UY-A78N-01A	BLCA	2.813494742
TCGA-G2-AA3F-01A	BLCA	2.010293388
TCGA-ZF-AA53-01A	BLCA	1.813899714
TCGA-LT-A8JT-01A	BLCA	1.057583415
TCGA-XF-A8HI-01A	BLCA	1.361045079
TCGA-FJ-A3ZE-01A	BLCA	1.438868416
TCGA-FD-A3SM-01A	BLCA	1.499591468
TCGA-DK-AA6X-01A	BLCA	2.326089155
TCGA-XF-A9SJ-01A	BLCA	1.92579978
TCGA-CF-A7I0-01A	BLCA	1.43158731
TCGA-GD-A3OQ-01A	BLCA	2.478642629
TCGA-CU-A0YO-01A	BLCA	1.255571055
TCGA-DK-AA71-01A	BLCA	1.84519061
TCGA-CF-A9FL-01A	BLCA	0.940175204
TCGA-ZF-AA5N-01A	BLCA	1.25406627
TCGA-UY-A9PF-01A	BLCA	0.712264275
TCGA-UY-A78P-01A	BLCA	1.846738169
TCGA-CF-A1HR-01A	BLCA	2.31293074
TCGA-DK-A3IN-01A	BLCA	2.339702599
TCGA-UY-A9PH-01A	BLCA	1.895006501
TCGA-GD-A76B-01A	BLCA	1.900778721
TCGA-ZF-AA58-01A	BLCA	2.047614845
TCGA-ZF-AA4V-01A	BLCA	2.244660253
TCGA-DK-AA6R-01A	BLCA	2.566781325
TCGA-FT-A61P-01A	BLCA	1.991315603
TCGA-2F-A9KQ-01A	BLCA	1.734918475
TCGA-K4-A54R-01A	BLCA	1.649794839
TCGA-FD-A62S-01A	BLCA	2.311266809
TCGA-ZF-A9R3-01A	BLCA	1.428248802
TCGA-BT-A42F-01A	BLCA	1.219973763
TCGA-K4-A83P-01A	BLCA	1.193028716
TCGA-K4-A5RJ-01A	BLCA	2.073887795
TCGA-XF-A9SX-01A	BLCA	1.505872197
TCGA-KQ-A41N-01A	BLCA	1.387188101
TCGA-DK-A1AE-01A	BLCA	2.881567932
TCGA-DK-A3WX-01A	BLCA	2.785132524
TCGA-DK-A3WW-01A	BLCA	1.518237245
TCGA-XF-A9SK-01A	BLCA	0.997093065
TCGA-KQ-A41R-01A	BLCA	1.194317417
TCGA-CF-A3MG-01A	BLCA	2.047567684
TCGA-CU-A0YR-01A	BLCA	2.438707424
TCGA-UY-A78M-01A	BLCA	1.281704399
TCGA-CF-A5UA-01A	BLCA	1.439414204
TCGA-ZF-A9RN-01A	BLCA	2.966216465
TCGA-4Z-AA81-01A	BLCA	2.378093859
TCGA-E7-A8O8-01A	BLCA	1.405717442
TCGA-BL-A0C8-01B	BLCA	3.130966103
TCGA-GC-A3RB-01A	BLCA	2.535217658
TCGA-BT-A20O-01A	BLCA	2.898137698
TCGA-G2-A2ES-01A	BLCA	2.112835597
TCGA-DK-AA6P-01A	BLCA	1.915058452
TCGA-FD-A43P-01A	BLCA	2.257425514
TCGA-2F-A9KT-01A	BLCA	2.135616902
TCGA-CF-A9FF-01A	BLCA	1.111804483
TCGA-UY-A9PA-01A	BLCA	1.259934115
TCGA-E7-A7DU-01A	BLCA	1.3872735
TCGA-2F-A9KW-01A	BLCA	1.653823678
TCGA-4Z-AA87-01A	BLCA	1.465647577
TCGA-GU-A42Q-01A	BLCA	2.581605926
TCGA-E7-A97P-01A	BLCA	2.036885902
TCGA-XF-AAMG-01A	BLCA	2.815468181
TCGA-BT-A3PH-01A	BLCA	2.371258657
TCGA-ZF-AA4R-01A	BLCA	1.555702281
TCGA-ZF-AA5P-01A	BLCA	1.389473908
TCGA-DK-A3X2-01A	BLCA	3.087491804
TCGA-YC-A8S6-01A	BLCA	1.490396078
TCGA-K4-A4AB-01B	BLCA	0.63960075
TCGA-GC-A3RC-01A	BLCA	1.882364839
TCGA-BL-A0C8-01A	BLCA	2.38921848
TCGA-GU-AATP-01A	BLCA	1.444732901
TCGA-CF-A1HS-01A	BLCA	1.160768675
TCGA-ZF-AA4U-01A	BLCA	1.180495256
TCGA-GV-A3QF-01A	BLCA	2.419913259
TCGA-GC-A4ZW-01A	BLCA	2.621626963
TCGA-ZF-A9RD-01A	BLCA	2.276836952
TCGA-GU-A766-01A	BLCA	1.763859295
TCGA-G2-A2EF-01A	BLCA	2.135873737
TCGA-FD-A5BY-01A	BLCA	2.212666946
TCGA-CF-A8HX-01A	BLCA	1.313240805
TCGA-GV-A6ZA-01A	BLCA	2.363243513
TCGA-DK-A1A5-01A	BLCA	2.239291648
TCGA-4Z-AA7N-01A	BLCA	1.234992345
TCGA-GC-A3RD-01A	BLCA	1.811598127
TCGA-G2-A3IE-01A	BLCA	0.762022132
TCGA-FD-A5BZ-01A	BLCA	1.231799757
TCGA-BT-A3PJ-01A	BLCA	2.328893294
TCGA-CU-A72E-01A	BLCA	1.533277213
TCGA-ZF-A9RM-01A	BLCA	2.679704341
TCGA-FD-A6TH-01A	BLCA	2.447823985
TCGA-GD-A3OS-01A	BLCA	2.029258592
TCGA-DK-A3IS-01A	BLCA	2.062441004
TCGA-K4-A3WS-01A	BLCA	1.444284929
TCGA-4Z-AA7R-01A	BLCA	2.510137477
TCGA-DK-A6B1-01A	BLCA	2.205270875
TCGA-GV-A3QI-01A	BLCA	3.824364466
TCGA-DK-A6AW-01A	BLCA	0.842818524
TCGA-BT-A20W-01A	BLCA	2.241530112
TCGA-DK-A3IU-01A	BLCA	1.59598678
TCGA-GC-A3YS-01A	BLCA	2.227432621
TCGA-4Z-AA7Q-01A	BLCA	1.800094594
TCGA-LT-A5Z6-01A	BLCA	2.771008587
TCGA-GC-A3I6-01A	BLCA	2.781929616
TCGA-E7-A5KF-01A	BLCA	1.829315863
TCGA-DK-A3IM-01A	BLCA	2.994131585
TCGA-CF-A47X-01A	BLCA	0.52785169
TCGA-BT-A2LA-01A	BLCA	1.713182542
TCGA-GV-A3QK-01B	BLCA	2.107757384
TCGA-FD-A6TD-01A	BLCA	1.973993766
TCGA-XF-AAMX-01A	BLCA	1.185489778
TCGA-ZF-A9R5-01A	BLCA	0.454253749
TCGA-XF-A8HC-01A	BLCA	2.455128252
TCGA-ZF-A9RF-01A	BLCA	2.437350917
TCGA-H4-A2HO-01A	BLCA	0.839147527
TCGA-BT-A42E-01A	BLCA	1.654683501
TCGA-FD-A5BU-01A	BLCA	1.398445068
TCGA-XF-A9T6-01A	BLCA	2.11416763
TCGA-ZF-AA4T-01A	BLCA	2.71461039
TCGA-FD-A3B6-01A	BLCA	2.144166993
TCGA-4Z-AA80-01A	BLCA	2.829699631
TCGA-XF-A9SW-01A	BLCA	1.255519429
TCGA-E7-A5KE-01A	BLCA	2.858225766
TCGA-DK-AA6S-01A	BLCA	1.839971007
TCGA-FD-A5BR-01A	BLCA	1.53090071
TCGA-FD-A6TC-01A	BLCA	1.797871197
TCGA-XF-AAN1-01A	BLCA	1.621827086
TCGA-DK-A3IV-01A	BLCA	2.713834078
TCGA-PQ-A6FN-01A	BLCA	0.92795565
TCGA-K4-A5RI-01A	BLCA	2.49875288
TCGA-ZF-A9R7-01A	BLCA	1.116437663
TCGA-XF-A9SM-01A	BLCA	2.442131353
TCGA-FD-A6TE-01A	BLCA	2.278006808
TCGA-XF-AAME-01A	BLCA	1.24466047
TCGA-BT-A42C-01A	BLCA	2.152128314
TCGA-CF-A47Y-01A	BLCA	0.505747155
TCGA-E7-A519-01A	BLCA	0.507765998
TCGA-FD-A43Y-01A	BLCA	1.518444758
TCGA-BL-A5ZZ-01A	BLCA	1.846505084
TCGA-CF-A3MF-01A	BLCA	1.213320499
TCGA-FD-A3B8-01A	BLCA	1.859443011
TCGA-BL-A13I-01B	BLCA	3.735926563
TCGA-DK-A1A7-01A	BLCA	1.570494904
TCGA-DK-A1A6-01A	BLCA	3.044920524
TCGA-DK-A6B2-01A	BLCA	1.80473968
TCGA-DK-AA74-01A	BLCA	1.348009361
TCGA-ZF-AA4N-01A	BLCA	2.250285539
TCGA-BT-A0YX-01A	BLCA	1.929834468
TCGA-R3-A69X-01A	BLCA	2.664105048
TCGA-XF-AAMW-01A	BLCA	2.636936563
TCGA-C4-A0EZ-01A	BLCA	3.076728116
TCGA-E7-A678-01A	BLCA	0.521856131
TCGA-G2-A3IB-01A	BLCA	2.182565491
TCGA-BL-A13J-01B	BLCA	3.079667155
TCGA-DK-A3IT-01A	BLCA	3.035480027
TCGA-MV-A51V-01A	BLCA	1.960234506
TCGA-UY-A78O-01A	BLCA	1.255034057
TCGA-FD-A6TK-01A	BLCA	1.540520404
TCGA-4Z-AA83-01A	BLCA	0.894259631
TCGA-DK-A2I6-01A	BLCA	1.806135801
TCGA-XF-AAN4-01A	BLCA	1.004268542
TCGA-CF-A27C-01A	BLCA	1.208011685
TCGA-5N-A9KM-01A	BLCA	1.310372236
TCGA-BT-A20U-01A	BLCA	2.836437343
TCGA-YC-A9TC-01A	BLCA	1.794625844
TCGA-E7-A6MD-01A	BLCA	1.394339005
TCGA-K4-A5RH-01A	BLCA	2.057669566
TCGA-XF-AAMH-01A	BLCA	1.511995896
TCGA-DK-A1AB-01A	BLCA	1.008586855
TCGA-E5-A4TZ-01A	BLCA	2.590331296
TCGA-FD-A43X-01A	BLCA	1.321586459
TCGA-XF-A9SU-01A	BLCA	1.462115194
TCGA-BT-A20N-01A	BLCA	2.397225427
TCGA-BT-A20J-01A	BLCA	2.106758275
TCGA-E7-A4IJ-01A	BLCA	1.98418138
TCGA-CF-A47W-01A	BLCA	0.903412703
TCGA-XF-A9SV-01A	BLCA	1.668442796
TCGA-K4-AAQO-01A	BLCA	1.485403301
TCGA-CU-A3YL-01A	BLCA	2.254714353
TCGA-DK-A2I2-01A	BLCA	1.988189578
TCGA-4Z-AA84-01A	BLCA	2.393243699
TCGA-DK-A1AF-01A	BLCA	1.896770372
TCGA-E5-A4U1-01A	BLCA	1.726012324
TCGA-BT-A20Q-01A	BLCA	1.466780914
TCGA-ZF-A9R4-01A	BLCA	2.067477778
TCGA-KQ-A41Q-01A	BLCA	2.490155719
TCGA-E7-A8O7-01A	BLCA	1.074665682
TCGA-ZF-AA4W-01A	BLCA	1.302976227
TCGA-XF-AAN7-01A	BLCA	2.077905857
TCGA-XF-A8HH-01A	BLCA	1.981885007
TCGA-FD-A5BX-01A	BLCA	0.940519281
TCGA-ZF-A9RE-01A	BLCA	2.091636781
TCGA-FT-A3EE-01A	BLCA	1.302308436
TCGA-XF-A9T5-01A	BLCA	2.131190225
TCGA-XF-AAML-01A	BLCA	2.648966597
TCGA-BT-A3PK-01A	BLCA	1.897352005
TCGA-CF-A3MI-01A	BLCA	0.90025074
TCGA-E7-A541-01A	BLCA	2.361048356
TCGA-ZF-AA54-01A	BLCA	2.570503511
TCGA-XF-AAMZ-01A	BLCA	2.624591174
TCGA-CF-A8HY-01A	BLCA	1.227524519
TCGA-GV-A3QG-01A	BLCA	2.016206251
TCGA-DK-A6B6-01A	BLCA	1.619169915
TCGA-DK-A6B0-01A	BLCA	0.677908118
TCGA-E7-A97Q-01A	BLCA	1.35536926
TCGA-2F-A9KP-01A	BLCA	2.420486001
TCGA-FD-A62P-01A	BLCA	2.013575283
TCGA-XF-A8HG-01A	BLCA	2.147465488
TCGA-4Z-AA86-01A	BLCA	2.014961309
TCGA-GD-A6C6-01A	BLCA	1.982420032
TCGA-G2-A2EJ-01A	BLCA	1.902092549
TCGA-UY-A9PD-01A	BLCA	1.913837
TCGA-S5-A6DX-01A	BLCA	1.34999042
TCGA-FD-A3SQ-01A	BLCA	1.118007499
TCGA-DK-AA77-01A	BLCA	2.027719121
TCGA-BL-A13I-01A	BLCA	2.928946671
TCGA-K4-A6MB-01A	BLCA	2.30421688
TCGA-ZF-AA51-01A	BLCA	1.628842094
TCGA-E7-A7PW-01A	BLCA	1.942479982
TCGA-E7-A85H-01A	BLCA	2.575531732
TCGA-XF-AAMR-01A	BLCA	1.74409061
TCGA-FD-A6TG-01A	BLCA	2.045876435
TCGA-2F-A9KO-01A	BLCA	1.866646602
TCGA-HQ-A5ND-01A	BLCA	3.513240747
TCGA-G2-AA3B-01A	BLCA	1.573462933
TCGA-PQ-A6FI-01A	BLCA	1.532968196
TCGA-C4-A0F7-01A	BLCA	2.610503769
TCGA-FD-A5BS-01A	BLCA	1.165810978
TCGA-GV-A3JX-01A	BLCA	2.251934765
TCGA-XF-AAMT-01A	BLCA	1.890542646
TCGA-XF-A9T8-01A	BLCA	1.717125024
TCGA-4Z-AA7S-01A	BLCA	2.104485077
TCGA-XF-A9SH-01A	BLCA	0.860951507
TCGA-DK-A1AG-01A	BLCA	1.325496345
TCGA-2F-A9KR-01A	BLCA	1.251342105
TCGA-DK-AA6U-01A	BLCA	2.658869408
TCGA-C4-A0F6-01A	BLCA	1.853931804
TCGA-K4-A3WU-01B	BLCA	1.602618158
TCGA-CU-A0YN-01A	BLCA	2.350165409
TCGA-FJ-A871-01A	BLCA	1.555119041
TCGA-G2-A2EC-01A	BLCA	0.855347603
TCGA-FD-A5BV-01A	BLCA	2.134178419
TCGA-E7-A7XN-01A	BLCA	2.186402614
TCGA-GU-A764-01A	BLCA	1.917411051
TCGA-XF-AAN8-01A	BLCA	0.322898139
TCGA-XF-A9SZ-01A	BLCA	1.379382216
TCGA-GU-AATO-01A	BLCA	1.662841929
TCGA-ZF-A9RC-01A	BLCA	2.177427441
TCGA-ZF-A9R0-01A	BLCA	1.141696042
TCGA-KQ-A41P-01A	BLCA	1.328866986
TCGA-4Z-AA7W-01A	BLCA	1.571420393
TCGA-HQ-A5NE-01A	BLCA	2.570008932
TCGA-CU-A3KJ-01A	BLCA	2.266135114
TCGA-UY-A8OC-01A	BLCA	1.453871277
TCGA-E7-A3Y1-01A	BLCA	0.880365405
TCGA-XF-AAN5-01A	BLCA	2.265413229
TCGA-G2-AA3D-01A	BLCA	2.360559905
TCGA-GU-A42R-01A	BLCA	2.470443435
TCGA-XF-A9SI-01A	BLCA	2.026730395
TCGA-GV-A3JZ-01A	BLCA	3.21795904
TCGA-E9-A1NI-01A	BRCA	1.883371443
TCGA-A1-A0SP-01A	BRCA	2.354831884
TCGA-A8-A06X-01A	BRCA	1.581786942
TCGA-E2-A14T-01A	BRCA	2.302862061
TCGA-AC-A8OS-01A	BRCA	0.877839239
TCGA-A8-A09K-01A	BRCA	1.64765531
TCGA-OL-A5RY-01A	BRCA	1.100157124
TCGA-BH-A0DG-01A	BRCA	0.97987713
TCGA-B6-A0I9-01A	BRCA	1.996489232
TCGA-A2-A0CP-01A	BRCA	0.587223246
TCGA-A8-A07S-01A	BRCA	2.257251358
TCGA-AO-A12H-01A	BRCA	0.833581933
TCGA-AR-A1AU-01A	BRCA	1.721715364
TCGA-D8-A1X9-01A	BRCA	2.622740211
TCGA-A8-A07R-01A	BRCA	2.313622024
TCGA-AO-A12C-01A	BRCA	0.624783056
TCGA-V7-A7HQ-01A	BRCA	0.934587372
TCGA-A2-A1FZ-01A	BRCA	1.685234258
TCGA-AR-A251-01A	BRCA	2.934609582
TCGA-EW-A1PF-01A	BRCA	1.037033746
TCGA-BH-A18T-01A	BRCA	2.595025093
TCGA-AR-A24S-01A	BRCA	1.88387178
TCGA-AN-A041-01A	BRCA	2.456215727
TCGA-E2-A1LL-01A	BRCA	1.861276376
TCGA-E2-A1IJ-01A	BRCA	1.353384497
TCGA-AR-A24O-01A	BRCA	2.029923862
TCGA-XX-A899-01A	BRCA	1.430672737
TCGA-D8-A1XK-01A	BRCA	1.537502109
TCGA-AC-A5XS-01A	BRCA	1.343483981
TCGA-BH-A18L-01A	BRCA	3.134483903
TCGA-OL-A66J-01A	BRCA	1.036386756
