id	CancerType	AP1
TCGA-60-2709-01A	LUSC	1.930061079
TCGA-43-2576-01A	LUSC	1.245404927
TCGA-22-4613-01A	LUSC	1.960611014
TCGA-56-A62T-01A	LUSC	2.045967952
TCGA-22-5482-01A	LUSC	1.836630076
TCGA-O2-A52Q-01A	LUSC	1.664437651
TCGA-66-2737-01A	LUSC	2.095417133
TCGA-77-8144-01A	LUSC	2.193504413
TCGA-39-5024-01A	LUSC	1.476717748
TCGA-60-2716-01A	LUSC	1.618116387
TCGA-43-7657-01A	LUSC	2.176786104
TCGA-NC-A5HH-01A	LUSC	2.245405323
TCGA-22-0940-01A	LUSC	2.180808643
TCGA-85-8352-01A	LUSC	1.727597098
TCGA-85-7696-01A	LUSC	2.752949839
TCGA-56-6546-01A	LUSC	1.663943237
TCGA-98-A53I-01A	LUSC	2.421114845
TCGA-37-4135-01A	LUSC	1.235029695
TCGA-56-A49D-01A	LUSC	1.822386647
TCGA-85-7843-01A	LUSC	2.484158104
TCGA-85-A4JC-01A	LUSC	1.333485167
TCGA-NC-A5HE-01A	LUSC	2.19921137
TCGA-34-5234-01A	LUSC	0.601975225
TCGA-52-7812-01A	LUSC	1.800758776
TCGA-21-1076-01A	LUSC	1.604365446
TCGA-39-5036-01A	LUSC	1.50104589
TCGA-58-A46K-01A	LUSC	2.64529711
TCGA-22-4609-01A	LUSC	1.350621718
TCGA-77-A5GB-01B	LUSC	1.40263828
TCGA-O2-A52S-01A	LUSC	2.876639754
TCGA-85-8277-01A	LUSC	3.075617348
TCGA-37-3792-01A	LUSC	2.285716592
TCGA-96-A4JL-01A	LUSC	3.039748221
TCGA-43-7658-01A	LUSC	3.450529698
TCGA-56-7731-01A	LUSC	1.123111909
TCGA-51-4081-01A	LUSC	2.768107394
TCGA-34-2600-01A	LUSC	1.112099241
TCGA-58-8390-01A	LUSC	2.486992643
TCGA-92-8064-01A	LUSC	2.496485668
TCGA-37-A5EN-01A	LUSC	2.113513505
TCGA-34-5232-01A	LUSC	2.02535647
TCGA-85-7950-01A	LUSC	2.195405916
TCGA-63-A5MM-01A	LUSC	1.592776696
TCGA-56-8623-01A	LUSC	0.801491173
TCGA-18-4721-01A	LUSC	2.040257464
TCGA-34-5927-01A	LUSC	2.720946418
TCGA-77-A5G8-01B	LUSC	1.87207083
TCGA-92-8063-01A	LUSC	1.599098417
TCGA-18-3419-01A	LUSC	2.20242262
TCGA-39-5011-01A	LUSC	1.621750302
TCGA-33-A4WN-01A	LUSC	1.98210985
TCGA-51-4080-01A	LUSC	2.939900297
TCGA-56-8629-01A	LUSC	1.921135607
TCGA-NC-A5HR-01A	LUSC	2.751233475
TCGA-56-8622-01A	LUSC	1.111530231
TCGA-21-A5DI-01A	LUSC	1.215076823
TCGA-60-2708-01A	LUSC	1.298430043
TCGA-33-4566-01A	LUSC	2.275782802
TCGA-34-5929-01A	LUSC	2.117590178
TCGA-56-6545-01A	LUSC	1.310538373
TCGA-85-A53L-01A	LUSC	1.57003424
TCGA-85-8584-01A	LUSC	2.05792222
TCGA-85-8354-01A	LUSC	2.507524735
TCGA-18-5595-01A	LUSC	2.854936816
TCGA-LA-A446-01A	LUSC	2.303978542
TCGA-66-2782-01A	LUSC	1.47932325
TCGA-60-2695-01A	LUSC	1.992659534
TCGA-34-2608-01A	LUSC	1.075856129
TCGA-22-0944-01A	LUSC	2.000498616
TCGA-77-A5GF-01A	LUSC	2.833613456
TCGA-51-4079-01A	LUSC	2.141361765
TCGA-37-4141-01A	LUSC	1.960475611
TCGA-33-4538-01A	LUSC	2.836086255
TCGA-85-7699-01A	LUSC	3.030031604
TCGA-58-8392-01A	LUSC	2.645987597
TCGA-21-1079-01A	LUSC	1.232204638
TCGA-85-8048-01A	LUSC	1.824305816
TCGA-56-A4ZK-01A	LUSC	2.073211275
TCGA-56-5898-01A	LUSC	1.114078489
TCGA-37-4133-01A	LUSC	1.589219311
TCGA-94-7943-01A	LUSC	1.989565656
TCGA-34-A5IX-01A	LUSC	1.346451598
TCGA-98-A538-01A	LUSC	1.899829392
TCGA-43-8116-01A	LUSC	2.148189867
TCGA-77-6842-01A	LUSC	2.022275681
TCGA-68-8251-01A	LUSC	2.65256746
TCGA-LA-A7SW-01A	LUSC	1.785631273
TCGA-63-A5MS-01A	LUSC	1.463983774
TCGA-66-2786-01A	LUSC	1.97558937
TCGA-21-1072-01A	LUSC	2.380715058
TCGA-56-5897-01A	LUSC	1.785336536
TCGA-52-7622-01A	LUSC	1.703914303
TCGA-43-2578-01A	LUSC	1.707405851
TCGA-NC-A5HQ-01A	LUSC	1.872282367
TCGA-66-2793-01A	LUSC	1.712898297
TCGA-56-8624-01A	LUSC	0.842581981
TCGA-58-A46L-01A	LUSC	2.668330583
TCGA-63-A5MT-01A	LUSC	1.96412503
TCGA-39-5035-01A	LUSC	1.028369787
TCGA-52-7810-01A	LUSC	0.926982074
TCGA-18-3415-01A	LUSC	1.467329467
TCGA-43-6647-01A	LUSC	1.109212374
TCGA-94-A5I6-01A	LUSC	1.768372244
TCGA-33-6737-01A	LUSC	1.316683572
TCGA-NC-A5HN-01A	LUSC	1.957861066
TCGA-94-8490-01A	LUSC	2.138214272
TCGA-92-7340-01A	LUSC	1.849138326
TCGA-21-1077-01A	LUSC	2.002392415
TCGA-21-1081-01A	LUSC	2.260485854
TCGA-21-1075-01A	LUSC	2.682848909
TCGA-85-A5B5-01A	LUSC	1.789803687
TCGA-39-5028-01A	LUSC	1.075984166
TCGA-85-A511-01A	LUSC	2.329817413
TCGA-34-7107-01A	LUSC	2.563876229
TCGA-85-A50Z-01A	LUSC	1.936590799
TCGA-85-A4CN-01A	LUSC	2.519167315
TCGA-33-AASB-01A	LUSC	1.84660257
TCGA-60-2704-01A	LUSC	2.053979294
TCGA-21-1071-01A	LUSC	2.736753051
TCGA-77-8156-01A	LUSC	2.276770417
TCGA-66-2756-01A	LUSC	2.271505317
TCGA-63-A5MN-01A	LUSC	1.577183556
TCGA-63-A5M9-01A	LUSC	2.869746784
TCGA-34-8455-01A	LUSC	1.851685176
TCGA-66-2791-01A	LUSC	2.433195197
TCGA-43-A56V-01A	LUSC	1.63756493
TCGA-43-3394-01A	LUSC	2.499240102
TCGA-77-A5FZ-01A	LUSC	1.200551903
TCGA-58-8393-01A	LUSC	2.269589857
TCGA-33-A5GW-01A	LUSC	1.601686419
TCGA-77-7139-01A	LUSC	2.350368438
TCGA-56-7222-01A	LUSC	2.530383677
TCGA-63-7023-01A	LUSC	2.25046186
TCGA-60-2697-01A	LUSC	1.505244236
TCGA-22-5492-01A	LUSC	1.670780074
TCGA-37-3783-01A	LUSC	1.508001476
TCGA-33-4533-01A	LUSC	1.659197087
TCGA-33-6738-01A	LUSC	1.312065313
TCGA-77-8008-01A	LUSC	1.050245083
TCGA-33-AASJ-01A	LUSC	3.123049966
TCGA-22-1011-01A	LUSC	1.564914105
TCGA-MF-A522-01A	LUSC	2.198237326
TCGA-66-2790-01A	LUSC	2.47201767
TCGA-43-6771-01A	LUSC	1.319678481
TCGA-60-2726-01A	LUSC	1.818887342
TCGA-85-8580-01A	LUSC	2.19093885
TCGA-39-5037-01A	LUSC	2.108024552
TCGA-33-4586-01A	LUSC	2.42573978
TCGA-66-2795-01A	LUSC	2.032475262
TCGA-90-7766-01A	LUSC	2.720567229
TCGA-39-5021-01A	LUSC	2.37383866
TCGA-98-A53J-01A	LUSC	1.837169616
TCGA-66-2763-01A	LUSC	1.535727361
TCGA-33-AASL-01A	LUSC	2.052128729
TCGA-98-A539-01A	LUSC	1.999506711
TCGA-77-6844-01A	LUSC	2.022618006
TCGA-77-8139-01A	LUSC	2.132580713
TCGA-98-A53C-01A	LUSC	1.067298033
TCGA-46-3767-01A	LUSC	1.005535047
TCGA-60-2710-01A	LUSC	2.029857681
TCGA-96-A4JK-01A	LUSC	3.210316776
TCGA-66-2771-01A	LUSC	0.948667471
TCGA-94-8491-01A	LUSC	0.838757643
TCGA-85-A510-01A	LUSC	2.797886938
TCGA-22-5478-01A	LUSC	1.451716033
TCGA-66-2769-01A	LUSC	1.377024717
TCGA-85-8664-01A	LUSC	1.885535778
TCGA-22-4599-01A	LUSC	1.888279838
TCGA-94-A5I4-01A	LUSC	2.58976603
TCGA-21-1083-01A	LUSC	2.098768907
TCGA-34-8454-01A	LUSC	2.308172852
TCGA-66-2754-01A	LUSC	2.385127615
TCGA-NC-A5HK-01A	LUSC	1.834421441
TCGA-85-8353-01A	LUSC	2.18837085
TCGA-22-1017-01A	LUSC	1.756315303
TCGA-98-8022-01A	LUSC	1.363026581
TCGA-60-2721-01A	LUSC	0.987358244
TCGA-22-A5C4-01A	LUSC	2.370387644
TCGA-46-3765-01A	LUSC	1.159057524
TCGA-39-5029-01A	LUSC	1.559694938
TCGA-22-4605-01A	LUSC	1.351479504
TCGA-96-8170-01A	LUSC	2.200487081
TCGA-34-5236-01A	LUSC	2.155347275
TCGA-77-7463-01A	LUSC	1.973790653
TCGA-37-4132-01A	LUSC	1.508047383
TCGA-66-2778-01A	LUSC	0.984680169
TCGA-37-5819-01A	LUSC	1.969508484
TCGA-43-6773-01A	LUSC	1.677186235
TCGA-NC-A5HI-01A	LUSC	2.214835741
TCGA-77-A5G3-01A	LUSC	2.807512572
TCGA-21-1070-01A	LUSC	1.804737449
TCGA-60-2715-01A	LUSC	1.273925473
TCGA-60-2712-01A	LUSC	1.537804561
TCGA-60-2707-01A	LUSC	1.442599006
TCGA-63-5128-01A	LUSC	1.925066733
TCGA-98-8021-01A	LUSC	1.200727371
TCGA-63-A5MH-01A	LUSC	2.529055621
TCGA-39-5034-01A	LUSC	1.657996187
TCGA-18-3409-01A	LUSC	1.283458816
TCGA-60-2723-01A	LUSC	1.249868801
TCGA-85-A4QQ-01A	LUSC	1.490936978
TCGA-60-2711-01A	LUSC	2.450934163
TCGA-22-5485-01A	LUSC	2.054379417
TCGA-66-2788-01A	LUSC	1.209954796
TCGA-77-8153-01A	LUSC	2.658569726
TCGA-46-3769-01A	LUSC	1.510099906
TCGA-56-7579-01A	LUSC	2.107373216
TCGA-43-A475-01A	LUSC	2.992675579
TCGA-22-1000-01A	LUSC	1.33164553
TCGA-39-5030-01A	LUSC	2.067742262
TCGA-22-4604-01A	LUSC	1.79366235
TCGA-56-8628-01A	LUSC	1.141101767
TCGA-66-2783-01A	LUSC	1.383454252
TCGA-56-8083-01A	LUSC	2.445132736
TCGA-77-8143-01A	LUSC	2.421303992
TCGA-94-A4VJ-01A	LUSC	0.99695661
TCGA-66-2780-01A	LUSC	1.026281746
TCGA-21-1080-01A	LUSC	2.283999767
TCGA-56-A4BX-01A	LUSC	2.348825135
TCGA-77-7337-01A	LUSC	1.996987027
TCGA-77-8145-01A	LUSC	1.326182287
TCGA-NK-A5D1-01A	LUSC	2.621103379
TCGA-34-5241-01A	LUSC	1.31291038
TCGA-46-3768-01A	LUSC	2.978536758
TCGA-46-6026-01A	LUSC	2.650138614
TCGA-56-8503-01A	LUSC	1.217272981
TCGA-60-2725-01A	LUSC	2.014031378
TCGA-68-7756-01A	LUSC	1.726002818
TCGA-60-2706-01A	LUSC	2.52104256
TCGA-85-8666-01A	LUSC	2.912632076
TCGA-70-6723-01A	LUSC	3.154385652
TCGA-56-8082-01A	LUSC	2.089400237
TCGA-77-8007-01A	LUSC	2.22918867
TCGA-77-7338-01A	LUSC	1.816912275
TCGA-85-8481-01A	LUSC	1.298077197
TCGA-77-A5GH-01A	LUSC	2.113151347
TCGA-39-5027-01A	LUSC	2.191109865
TCGA-96-7544-01A	LUSC	1.533314557
TCGA-77-7138-01A	LUSC	2.29292783
TCGA-O2-A52W-01A	LUSC	2.166741564
TCGA-66-2792-01A	LUSC	2.414891084
TCGA-56-A4BY-01A	LUSC	1.770052974
TCGA-22-4607-01A	LUSC	0.857972488
TCGA-37-A5EM-01A	LUSC	2.173835529
TCGA-63-A5MY-01A	LUSC	2.364440639
TCGA-85-8355-01A	LUSC	1.850098075
TCGA-56-8309-01A	LUSC	1.684459742
TCGA-85-8350-01A	LUSC	1.764590503
TCGA-46-3766-01A	LUSC	0.732399486
TCGA-56-7823-01B	LUSC	2.658663847
TCGA-21-1078-01A	LUSC	1.024226762
TCGA-60-2724-01A	LUSC	1.657204684
TCGA-39-5031-01A	LUSC	1.437238068
TCGA-22-1002-01A	LUSC	1.878712897
TCGA-34-5240-01A	LUSC	1.567397581
TCGA-43-3920-01A	LUSC	1.097181513
TCGA-77-8150-01A	LUSC	2.286313028
TCGA-33-AAS8-01A	LUSC	2.139519073
TCGA-77-6843-01A	LUSC	1.620600631
TCGA-85-8582-01A	LUSC	2.030773167
TCGA-56-8307-01A	LUSC	2.556731722
TCGA-58-8388-01A	LUSC	2.464224179
TCGA-77-7141-01A	LUSC	2.620409695
TCGA-56-7221-01A	LUSC	2.71288173
TCGA-90-A4EE-01A	LUSC	2.453841901
TCGA-34-2596-01A	LUSC	2.343530558
TCGA-58-8391-01A	LUSC	1.73009804
TCGA-22-5472-01A	LUSC	1.520458624
TCGA-85-8070-01A	LUSC	2.070981921
TCGA-85-A4PA-01A	LUSC	2.235202621
TCGA-33-4589-01A	LUSC	0.653563439
TCGA-79-5596-01A	LUSC	1.924971608
TCGA-18-3421-01A	LUSC	0.95998985
TCGA-56-8201-01A	LUSC	2.016586147
TCGA-18-3408-01A	LUSC	1.632149339
TCGA-85-8276-01A	LUSC	1.818095755
TCGA-66-2773-01A	LUSC	2.407462358
TCGA-NK-A5CR-01A	LUSC	2.26188305
TCGA-66-2742-01A	LUSC	2.389933438
TCGA-43-7656-01A	LUSC	1.700736724
TCGA-68-A59J-01A	LUSC	2.016735563
TCGA-98-A53D-01A	LUSC	0.613955467
TCGA-51-6867-01A	LUSC	2.308432891
TCGA-43-A56U-01A	LUSC	1.193374621
TCGA-43-A474-01A	LUSC	2.221861124
TCGA-85-A4QR-01A	LUSC	2.680927467
TCGA-77-7140-01A	LUSC	0.11738137
TCGA-66-2768-01A	LUSC	1.882536502
TCGA-33-AASD-01A	LUSC	1.343951991
TCGA-96-8169-01A	LUSC	1.390905879
TCGA-J1-A4AH-01A	LUSC	2.45865596
TCGA-21-5784-01A	LUSC	0.694169533
TCGA-22-5481-01A	LUSC	2.646911078
TCGA-63-A5MG-01A	LUSC	1.214819725
TCGA-43-6143-01A	LUSC	2.227314096
TCGA-33-4583-01A	LUSC	2.272551584
TCGA-43-5670-01A	LUSC	1.472322913
TCGA-21-5787-01A	LUSC	1.941603428
TCGA-63-7021-01A	LUSC	1.344122259
TCGA-33-AASI-01A	LUSC	2.196367821
TCGA-34-5928-01A	LUSC	1.173583072
TCGA-56-7730-01A	LUSC	2.959280798
TCGA-77-7335-01A	LUSC	1.044191284
TCGA-56-7223-01A	LUSC	3.058012343
TCGA-98-7454-01A	LUSC	2.115083008
TCGA-O2-A5IB-01A	LUSC	2.975512798
TCGA-34-8456-01A	LUSC	1.754891373
TCGA-94-7557-01A	LUSC	1.838554462
TCGA-63-5131-01A	LUSC	1.990451604
TCGA-85-A4CL-01A	LUSC	2.049519584
TCGA-22-5479-01A	LUSC	1.62710772
TCGA-63-7020-01A	LUSC	1.400268717
TCGA-98-A53H-01A	LUSC	1.474228974
TCGA-85-A50M-01A	LUSC	2.214548131
TCGA-O2-A52V-01A	LUSC	2.279870733
TCGA-56-1622-01A	LUSC	2.132648127
TCGA-37-4130-01A	LUSC	1.179019602
TCGA-85-A512-01A	LUSC	2.686261918
TCGA-77-8138-01A	LUSC	1.220170806
TCGA-85-7710-01A	LUSC	2.473841156
TCGA-66-2765-01A	LUSC	1.541713632
TCGA-56-8625-01A	LUSC	1.273827804
TCGA-66-2781-01A	LUSC	1.985382509
TCGA-22-4591-01A	LUSC	2.275794154
TCGA-66-2755-01A	LUSC	2.44183694
TCGA-63-6202-01A	LUSC	1.827916922
TCGA-85-8479-01A	LUSC	1.184936866
TCGA-66-2767-01A	LUSC	2.095044833
TCGA-77-7142-01A	LUSC	1.696780928
TCGA-22-5477-01A	LUSC	2.666541856
TCGA-85-6798-01A	LUSC	1.519899899
TCGA-98-A53A-01A	LUSC	2.284399754
TCGA-34-5239-01A	LUSC	2.429816974
TCGA-56-8308-01A	LUSC	1.811027907
TCGA-L3-A524-01A	LUSC	2.047031672
TCGA-37-3789-01A	LUSC	0.787985161
TCGA-77-8128-01A	LUSC	2.65536624
TCGA-60-2713-01A	LUSC	1.210220579
TCGA-77-8146-01A	LUSC	1.646847434
TCGA-NC-A5HM-01A	LUSC	1.892398798
TCGA-92-7341-01A	LUSC	2.241509886
TCGA-94-8035-01A	LUSC	2.370525538
TCGA-60-2722-01A	LUSC	2.110417847
TCGA-77-7465-01A	LUSC	2.511848131
TCGA-66-2759-01A	LUSC	1.929357353
TCGA-68-A59I-01A	LUSC	1.117733325
TCGA-77-A5G7-01B	LUSC	2.303057735
TCGA-77-8148-01A	LUSC	2.293650347
TCGA-39-5039-01A	LUSC	0.763730946
TCGA-43-8118-01A	LUSC	2.082549722
TCGA-22-4596-01A	LUSC	1.128941153
TCGA-18-3406-01A	LUSC	0.845607133
TCGA-UD-AAC7-01A	MESO	1.617823563
TCGA-LK-A4NZ-01A	MESO	0.410146292
TCGA-TS-A8AV-01A	MESO	1.2453268
TCGA-3U-A98D-01A	MESO	1.44214565
TCGA-TS-A7OZ-01A	MESO	1.687085607
TCGA-3U-A98J-01A	MESO	0.580222839
TCGA-SH-A7BC-01A	MESO	1.592033054
TCGA-ZN-A9VU-01A	MESO	1.227611713
TCGA-YS-A95C-01A	MESO	0.852860561
TCGA-ZN-A9VV-01A	MESO	0.547143942
TCGA-MQ-A4LV-01A	MESO	2.361251438
TCGA-YS-AA4M-01A	MESO	2.250233514
TCGA-MQ-A6BQ-01A	MESO	0.54136632
TCGA-3H-AB3S-01A	MESO	1.024901702
TCGA-UT-A88E-01B	MESO	0.727971767
TCGA-MQ-A4LC-01A	MESO	0.626768835
TCGA-LK-A4O6-01A	MESO	0.361293547
TCGA-SC-A6LN-01A	MESO	1.427970504
TCGA-NQ-A57I-01A	MESO	2.13412416
TCGA-SH-A7BD-01A	MESO	0.409096884
TCGA-TS-A7PB-01A	MESO	0.64028284
TCGA-SC-A6LR-01A	MESO	0.957308095
TCGA-3U-A98I-01A	MESO	1.373225803
TCGA-SH-A9CT-01A	MESO	1.354096873
TCGA-LK-A4O0-01A	MESO	1.911368095
TCGA-3H-AB3X-01A	MESO	0.97887722
TCGA-3H-AB3K-01A	MESO	0.593817511
TCGA-TS-A8AI-01A	MESO	1.685356925
TCGA-3H-AB3M-01A	MESO	1.090651418
TCGA-SC-AA5Z-01A	MESO	0.705071039
TCGA-ZN-A9VQ-01A	MESO	1.347678811
TCGA-UT-A97Y-01A	MESO	1.575393246
TCGA-TS-A7OU-01B	MESO	0.534571908
TCGA-MQ-A4KX-01A	MESO	0.589517589
TCGA-TS-A7OY-01A	MESO	1.191525798
TCGA-SH-A9CU-01A	MESO	1.160114165
TCGA-TS-A8AF-01A	MESO	1.211098958
TCGA-3U-A98E-01A	MESO	0.467825225
TCGA-ZN-A9VO-01A	MESO	0.556678229
TCGA-MQ-A6BN-01A	MESO	0.529372511
TCGA-YS-A95B-01A	MESO	1.950402224
TCGA-MQ-A6BL-01A	MESO	1.101130294
TCGA-3H-AB3O-01A	MESO	1.561148719
TCGA-XT-AASU-01A	MESO	0.874150917
TCGA-LK-A4O2-01A	MESO	1.905729012
TCGA-SC-A6LM-01A	MESO	1.475838375
TCGA-3U-A98G-01A	MESO	0.743116379
TCGA-3H-AB3U-01A	MESO	0.662661669
TCGA-MQ-A4LP-01A	MESO	1.532314836
TCGA-MQ-A4LI-01A	MESO	0.585017177
TCGA-3H-AB3T-01A	MESO	2.133234275
TCGA-UT-A88D-01B	MESO	1.107537305
TCGA-UD-AABY-01A	MESO	0.536174458
TCGA-TS-A7P6-01A	MESO	1.198622732
TCGA-MQ-A6BS-01A	MESO	0.683437853
TCGA-TS-A8AY-01A	MESO	1.260384141
TCGA-SC-A6LQ-01A	MESO	1.364111546
TCGA-LK-A4NW-01A	MESO	1.178249839
TCGA-UT-A88C-01B	MESO	1.095588897
TCGA-TS-A7P1-01A	MESO	1.475784358
TCGA-MQ-A6BR-01A	MESO	0.612848265
TCGA-SC-A6LP-01A	MESO	1.424879436
TCGA-UD-AABZ-01A	MESO	1.896921208
TCGA-TS-A7P3-01A	MESO	0.859857792
TCGA-LK-A4O5-01A	MESO	1.170886253
TCGA-ZN-A9VP-01A	MESO	1.201655141
TCGA-LK-A4O4-01A	MESO	0.28841636
TCGA-UD-AAC5-01A	MESO	1.928797335
TCGA-ZN-A9VS-01A	MESO	1.088517121
TCGA-SH-A7BH-01A	MESO	1.548037298
TCGA-UT-A88G-01B	MESO	2.003726166
TCGA-3U-A98H-01A	MESO	0.917420337
TCGA-TS-A8AS-01A	MESO	0.187607983
TCGA-UD-AAC6-01A	MESO	1.670247653
TCGA-3H-AB3L-01A	MESO	1.94084154
TCGA-3U-A98F-01A	MESO	2.008785704
TCGA-TS-A7P8-01A	MESO	1.086126598
TCGA-NQ-A638-01A	MESO	1.059466213
TCGA-MQ-A4LJ-01A	MESO	0.711900564
TCGA-UD-AAC1-01A	MESO	1.175594849
TCGA-TS-A7P7-01A	MESO	1.15870043
TCGA-LK-A4O7-01A	MESO	1.403026564
TCGA-ZN-A9VW-01A	MESO	1.951981412
TCGA-MQ-A4LM-01A	MESO	1.908275671
TCGA-UD-AAC4-01A	MESO	2.340279108
TCGA-TS-A7P0-01A	MESO	0.690818823
TCGA-23-1120-01A	OV	2.040468583
TCGA-29-1695-01A	OV	1.596170025
TCGA-61-2003-01A	OV	1.058453551
TCGA-13-1404-01A	OV	0.833040245
TCGA-23-1027-01A	OV	1.184924951
TCGA-23-1022-01A	OV	0.379858291
TCGA-61-2088-01A	OV	1.290700028
TCGA-13-1507-01A	OV	0.719380667
TCGA-61-1725-01A	OV	0.968524761
TCGA-31-1944-01A	OV	1.098913949
TCGA-61-2092-01A	OV	1.389600641
TCGA-29-1710-01A	OV	1.274650713
TCGA-36-1571-01A	OV	1.640598029
TCGA-23-1118-01A	OV	1.217467972
TCGA-29-1694-01A	OV	0.199785959
TCGA-25-1318-01A	OV	1.415348675
TCGA-25-1870-01A	OV	0.702169076
TCGA-23-1028-01A	OV	0.350531414
TCGA-24-1469-01A	OV	2.285409493
TCGA-29-1705-01A	OV	0.232000023
TCGA-13-1410-01A	OV	1.471741226
TCGA-24-1426-01A	OV	0.910886706
TCGA-20-1687-01A	OV	0.246933446
TCGA-13-0884-01B	OV	0.873940816
TCGA-13-1489-01A	OV	0.541011623
TCGA-29-1697-01A	OV	1.937620146
TCGA-04-1362-01A	OV	0.122495942
TCGA-29-1688-01A	OV	0.895858204
TCGA-25-1313-01A	OV	0.238083661
TCGA-24-1616-01A	OV	1.11337872
TCGA-24-2281-01A	OV	1.277696219
TCGA-61-1736-01B	OV	1.489482215
TCGA-29-1774-01A	OV	1.443251186
TCGA-25-1326-01A	OV	0.27197422
TCGA-13-0726-01A	OV	0.508419205
TCGA-10-0937-01A	OV	0.114169265
TCGA-24-2023-01A	OV	0.927407224
TCGA-25-1320-01A	OV	1.644502803
TCGA-13-1489-02A	OV	0.54757419
TCGA-13-1498-01A	OV	0.862075
TCGA-13-0725-01A	OV	0.114009188
TCGA-23-1119-01A	OV	0.852780984
TCGA-25-1315-01A	OV	0.694744992
TCGA-23-1123-01A	OV	1.407445477
TCGA-24-1551-01A	OV	1.193140131
TCGA-61-1737-01A	OV	2.299152863
TCGA-25-1317-01A	OV	1.104767634
TCGA-30-1892-01A	OV	0.571599692
TCGA-25-1329-01A	OV	1.598370559
TCGA-10-0928-01A	OV	0.110083296
TCGA-61-2000-01A	OV	1.648412415
TCGA-29-1781-01A	OV	0.899977466
TCGA-61-2002-01A	OV	1.179187538
TCGA-61-2098-01A	OV	2.21320499
TCGA-31-1956-01A	OV	0.645637915
TCGA-24-1549-01A	OV	1.39479138
TCGA-24-2038-01A	OV	0.322645091
TCGA-24-1427-01A	OV	1.096812786
TCGA-25-1628-01A	OV	1.810530281
TCGA-29-1693-01A	OV	0.796542715
TCGA-24-2035-01A	OV	0.60718164
TCGA-24-1845-01A	OV	0.09106662
TCGA-24-1842-01A	OV	1.269594064
TCGA-24-2288-01A	OV	1.661139597
TCGA-13-1403-01A	OV	0.880281777
TCGA-61-1914-01A	OV	0.643820155
TCGA-23-1809-01A	OV	2.071782933
TCGA-24-0966-01A	OV	0.591697145
TCGA-04-1365-01A	OV	1.441012989
TCGA-29-1690-01A	OV	0.773752862
TCGA-29-1711-01A	OV	0.176451801
TCGA-09-2056-01B	OV	1.050445916
TCGA-25-1626-01A	OV	1.089448204
TCGA-13-0800-01A	OV	1.518284246
TCGA-04-1361-01A	OV	0.166858035
TCGA-13-1497-01A	OV	0.343104618
TCGA-24-1103-01A	OV	1.086937134
TCGA-24-1546-01A	OV	0.413082877
TCGA-13-0891-01A	OV	0.806914832
TCGA-09-2053-01C	OV	1.039716173
TCGA-24-2261-01A	OV	2.469036483
TCGA-61-1900-01A	OV	1.039558206
TCGA-29-1783-01A	OV	0.586416946
TCGA-23-1122-01A	OV	2.832255194
TCGA-30-1866-01A	OV	0.65138541
TCGA-13-0883-01A	OV	1.610813694
TCGA-13-1487-01A	OV	0.70565701
TCGA-24-1604-01A	OV	0.955826095
TCGA-13-1501-01A	OV	0.116587686
TCGA-09-1659-01B	OV	0.866925816
TCGA-29-1770-01A	OV	0.642173304
TCGA-24-1418-01A	OV	1.678620721
TCGA-61-2109-01A	OV	0.779221142
TCGA-29-1696-01A	OV	0.403304279
TCGA-5X-AA5U-01A	OV	2.477787342
TCGA-29-1703-01A	OV	1.229337878
TCGA-29-1762-01A	OV	1.345475635
TCGA-13-0730-01A	OV	1.250093044
TCGA-61-2008-01A	OV	0.990785728
TCGA-20-1686-01A	OV	0.999848323
TCGA-13-0906-01A	OV	2.02071649
TCGA-13-1483-01A	OV	0.19025874
TCGA-04-1357-01A	OV	0.522967665
TCGA-04-1331-01A	OV	1.888364973
TCGA-23-1109-01A	OV	1.349926568
TCGA-23-1111-01A	OV	1.130829429
TCGA-59-2350-01A	OV	1.455479391
TCGA-24-2297-01A	OV	0.803145003
TCGA-13-1509-01A	OV	1.562504975
TCGA-24-0968-01A	OV	1.663153219
TCGA-09-2048-01A	OV	1.290120939
TCGA-29-1707-02A	OV	0.21163948
TCGA-09-0367-01A	OV	0.042248908
TCGA-13-0924-01A	OV	1.278144975
TCGA-24-1565-01A	OV	1.204652666
TCGA-24-1467-01A	OV	0.961145322
TCGA-24-1846-01A	OV	0.756684897
TCGA-30-1862-01A	OV	1.034835018
TCGA-24-2298-01A	OV	0.713266524
TCGA-13-0901-01B	OV	0.689840208
TCGA-23-1021-01B	OV	0.52097118
TCGA-57-1584-01A	OV	0.767647583
TCGA-13-A5FT-01A	OV	2.161392798
TCGA-59-2354-01A	OV	0.727214094
TCGA-24-2280-01A	OV	1.139099563
TCGA-25-1321-01A	OV	1.458755984
TCGA-13-0768-01A	OV	0.732412105
TCGA-13-0893-01B	OV	0.921898006
TCGA-36-1570-01A	OV	1.052677462
TCGA-61-1910-01A	OV	0.147744671
TCGA-23-1029-01B	OV	1.414337269
TCGA-36-1580-01A	OV	0.690830255
TCGA-59-2348-01A	OV	0.48565007
TCGA-13-1495-01A	OV	1.024113018
TCGA-13-0720-01A	OV	0.866947317
TCGA-25-1630-01A	OV	0.729934457
TCGA-61-1919-01A	OV	1.412571142
TCGA-13-1496-01A	OV	0.946077585
TCGA-29-1763-01A	OV	0.719579454
TCGA-24-1104-01A	OV	0.337742528
TCGA-61-1907-01A	OV	0.608672066
TCGA-13-0766-01A	OV	0.932627956
