Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-CD-8530-01A-11R-2343-13	0.071162756	0	0	0.10296454	0	0.248536708	0	0.008578293	0.077150458	0	0	0.007110183	0.008820036	0.043143617	0.023557351	0.155762371	0.111518511	0.019629273	0.024903259	0.097162645	0	0
TCGA-MX-A5UG-01A-21R-A31P-31	0.082052867	0.16459828	0.015440233	0.068008308	0	0.26313273	0.022829401	0.0332556	0.075114232	0	0.028171043	0	0.017426889	0.07230304	0.023734103	0.048531648	0.025555553	0.021796038	0.005028332	0.020611156	0.003785311	0.008625236
TCGA-CG-4475-01A-01R-1157-13	0.026953013	0	0.009179082	0	0	0.268843679	0.002433289	0	0	0	0.025804859	0	0.002241367	0.133718605	0.002977862	0.097195058	0	0.057023191	0	0.221128007	0.071909349	0.080592638
TCGA-IN-8462-01A-11R-2343-13	0.165864223	0	0.064695015	0.061900299	0	0.095877733	0.040187592	0.013471257	0.075366899	0	0	0.038642663	0.004152731	0.058567566	0.117405471	0.080706447	0.062284332	0	0.120877771	0	0	0
TCGA-BR-7715-01A-11R-2055-13	0.063823186	0	0.007458799	0.053820338	0	0.180472045	0.0173673	0.039105572	0.015269583	0	0.010881861	0	0	0.429504551	0.054443745	0.101222788	0	0	0.026630232	0	0	0
TCGA-BR-A4J9-01A-12R-A251-31	0.093004556	0.115154267	0.017536978	0.121581903	0	0.339287123	0.002513159	0	0.054916878	0	0	0.045073734	0.012728809	0.027624914	0.08717094	0.057853313	0	0	0.025553427	0	0	0
TCGA-BR-A4J6-01A-11R-A251-31	0.221556979	0	0.328929784	0.090189983	0	0.148595402	0	0.024510785	0.01486494	0	0	0.051454969	0.009940319	0.00035424	0.009528928	0.044287147	0.017285363	0	0.038501161	0	0	0
TCGA-BR-8380-01A-11R-2343-13	0.103708709	0	0.025739902	0.125070563	0	0.192190947	0.014539044	0.04274744	0.035756206	0	0	0.001455	0.025334188	0.094471005	0.065966505	0.137366183	0.040044678	0	0.095609632	0	0	0
TCGA-BR-6563-01A-13R-2055-13	0.142905652	0	0.047059794	0.247799402	0	0.065731374	0.037919322	0.027492187	0.073999889	0	0	0.008425127	0.011997377	0.083484005	0.057605092	0.068196826	0.076395362	0	0.05098859	0	0	0
TCGA-CD-5798-01A-11R-1602-13	0.011208299	0	0	0.107943168	0	0.242858852	0	0	0.05551563	0	0	0.046815905	0.05343472	0.057242204	0.037863219	0.254577678	0.051241236	0.021218974	0.021934262	0.037177745	0	0.000968108
TCGA-VQ-A91N-01A-11R-A414-31	0.160320163	0	0.154218091	0.08837926	0	0.247847637	0.045452572	0.027713207	0.046033614	0	0	0.007763879	0	0.050601065	0.04271768	0.025112117	0.050634019	0.016927616	0.029740158	0	0.006538923	0
TCGA-CG-4306-01A-01R-1157-13	0.026753445	0	0.060226696	0.043578294	0	0.217111153	0.091394044	0	0	0	0.048548444	0	0	0.075791718	0.039473998	0.081377083	0	0.035920622	0	0.192776922	0	0.087047582
TCGA-D7-6521-01A-11R-1802-13	0.173313433	0	0	0.183312365	0	0.201330759	0.047147106	0.018966083	0.032196618	0	0.062243789	0	0.024020717	0.028882112	0.048291042	0.125032591	0.002300839	0	0.044032136	0	0	0.00893041
TCGA-BR-4280-01A-01R-1131-13	0.08456939	0	0.10274912	0.117173213	0	0.186823952	0.144479972	0.032930751	0.003254253	0	0.048519442	0	0.002968056	0.077205939	0.047310309	0.117790392	0.003305739	0	0	0.00808438	0.004028493	0.018806598
TCGA-VQ-AA6F-01A-31R-A414-31	0.196811336	0	0.0922174	0.091241858	0	0.2120516	0	0.029607929	0.063483504	0	0	0.039239479	0	0.05228164	0.116539445	0.023576705	0	0.01054216	0.072406944	0	0	0
TCGA-BR-7707-01A-11R-2055-13	0.043086486	0	0.044706709	0.105085178	0	0.173691489	0.10749546	0.040649337	0.034546443	0.010147004	0.041655405	0.000788976	0	0.080876741	0.088147237	0.084945853	0	0.033549402	0	0.085610523	0	0.025017758
TCGA-BR-6710-01A-11R-1884-13	0.219929371	0	0.217076161	0.125350786	0	0.175153401	0.002521226	0	0.039689806	0.013079344	0	0.024872073	0	0.007549429	0.005676014	0.010307777	0	0.010212831	0.143650271	0	0	0.004931511
TCGA-3M-AB47-01A-22R-A414-31	0.158011372	0	0.171735434	0.052098931	0	0.352636824	0.014768124	0	0.035017268	0	0.008374941	0	0	0.076975448	0.016982851	0.084577073	0.012021694	0.008366546	0	0.008433495	0	0
TCGA-BR-6458-01A-11R-1802-13	0.047135739	0	0	0.142949029	0	0.211956853	0.040325114	0.056907694	0.061811073	0	0.018016145	0	0.003610087	0.13234385	0.10539961	0.099085047	0.073412464	0	0.007047294	0	0	0
TCGA-HU-8610-01A-22R-2402-13	0.045573086	0	0.011280164	0.015484315	0	0.128887892	0.021163741	0.051775841	0.072890836	0	0.033644087	0	0	0.342288352	0	0.035196439	0	0.094416822	0	0.137801301	0.001490669	0.008106457
TCGA-IN-A6RN-01A-12R-A33Y-31	0.129996463	0	0.033014026	0.053217203	0	0.388296097	0	0.003425129	0.03020428	0	0	0.015133158	0	0.108394778	0.050772928	0.141150343	0.004417243	0.007571944	0.029378811	0.005027597	0	0
TCGA-BR-A44T-01A-32R-A24K-31	0.472981457	0.06559001	0.013479253	0.05747509	0	0.149582831	0.016482928	0.021090699	0.063922299	0	0	0.016808818	0	0.064659264	0.027524509	0.01744466	0	0	0.012958181	0	0	0
TCGA-VQ-A8E2-01A-11R-A36D-31	0.156070378	0	0.034826588	0.09233503	0	0.116382617	0.043349757	0.13420746	0	0	0	0.041250102	0	0.282859662	0.065191799	0.030437588	0	0	0.00308902	0	0	0
TCGA-D7-6525-01A-11R-1802-13	0.201160657	0	0.021245418	0.114930264	0	0.101815775	0	0	0.04988383	0	0.00679172	0.00272892	0	0.192198342	0.045690654	0.205054667	0	0.014127788	0.015683673	0.013447589	0	0.015240702
TCGA-CD-5804-01A-12R-2055-13	0.216536899	0	0.016521281	0.130462453	0	0.104394994	0.019269486	0	0.065722464	0	0.000414483	0	0.018123085	0.264938028	0.058164667	0.080631153	0	0	0	0.016235382	0	0.008585624
TCGA-B7-5818-01A-11R-1602-13	0.012870342	0	0	0.182465398	0	0.079133424	0.1370043	0.02437044	0.049055192	0	0.041905975	0	0.004730577	0.207297321	0.096016046	0.134988879	0.01169103	0	0.007420368	0	0	0.011050708
TCGA-FP-7829-01A-11R-2055-13	0.083938692	0	0	0.00703027	0	0.230538664	0	0.029020171	0.024147947	0	0.057603297	0.000424125	0.010013012	0.358072527	0.01007986	0.126770226	0.018186713	0	0	0.044174496	0	0
TCGA-CD-8535-01A-11R-2343-13	0.034304715	0	0.003853644	0.088457718	0	0	0.021726374	0.043307187	0.057175261	0	0	0.01906333	0	0.539794996	0.076161693	0.075959158	0	0	0.040195923	0	0	0
TCGA-BR-8080-01A-11R-2343-13	0.139545029	0	0.009755514	0.113281227	0	0.340524297	0	0.021463264	0.015154701	0	0	0.017406737	0	0.071609472	0.069741516	0.105528736	0.028547876	0	0	0.067441632	0	0
TCGA-BR-4187-01A-01R-1131-13	0.073803022	0	0	0.080099505	0	0.175464014	0.075945612	0	0	0.026247382	0	0	0.007124739	0.003144462	0.02671733	0.285967825	0.001081865	0	0.172433715	0	0.032957515	0.039013014
TCGA-MX-A666-01A-11R-A31P-31	0.400207634	0.060473804	0.063412866	0.06890916	0	0.167142406	0.012843319	0.054431319	0.030662273	0	0	0.000487387	0.003712751	0.071212089	0	0.016579271	0	0.028889513	0.021036208	0	0	0
TCGA-BR-6707-01A-11R-1884-13	0.103980866	0	0.085846586	0.250350417	0	0.135730681	0.1003135	0.04022756	0.035471685	0	0	0.015091264	0.012000381	0.079522121	0.064497106	0.061757	0.000557027	0	0.014653806	0	0	0
TCGA-FP-7735-01A-11R-2055-13	0.085245916	0.03356114	0.003222216	0.127853556	0	0.16137541	0.051458995	0.017339407	0.119187619	0	0	0.032401838	0.002604763	0.13252643	0.050751987	0.14469032	0.000660386	0	0.037120017	0	0	0
TCGA-CG-4444-01A-01R-1157-13	0.069458169	0	0.040890967	0.05188833	0	0.231019037	0.025099695	0.025586141	0.015318859	0	0.050345692	0	0.000880999	0.080882467	0.074833752	0.185816202	0.014428703	0	0	0.04974781	0.029319499	0.054483678
TCGA-ZA-A8F6-01A-23R-A36D-31	0.017891798	0.018196077	0	0.051992084	0	0.062737108	0.020446432	0.002602563	0.050019439	0	0.021751385	0	0	0.52766643	0.001645252	0.13385075	0.003278791	0	0.087921891	0	0	0
TCGA-CD-5813-01A-11R-1602-13	0.108270651	0	0.049235046	0.152217039	0	0.119548263	0.006092899	0.066409708	0.072083362	0	0	0.034116609	0.024694937	0.097406127	0.066733795	0.121172785	0.070866755	0	0	0.006365608	0.004786415	0
TCGA-RD-A7BW-01A-11R-A32D-31	0.043035671	0	0	0.365147552	0	0.174123493	0.000326445	0.032146312	0.047406022	0	0	0.07066542	0.048789182	0	0.05539555	0.118103814	0.024174233	0.007533718	0.006209866	0.006942721	0	0
TCGA-VQ-A8PM-01A-21R-A414-31	0.129957915	0	0.253937399	0.061457939	0	0.225398827	0.015174345	0.044014791	0.039369665	0	0	0.02164771	0.000344493	0.064849463	0.02215785	0.025251359	0.033088217	0.01690835	0.046441678	0	0	0
TCGA-R5-A805-01A-11R-A36D-31	0.038517725	0	0.030342352	0.049392499	0	0.130561131	0	0.01246039	0.036066674	0	0	0.020732994	0.010498576	0.138131093	0.014756123	0.121232551	0	0.071365077	0	0.084114805	0	0.24182801
TCGA-VQ-A8PD-01A-11R-A414-31	0.102913635	0.113661453	0.00808932	0.121086415	0	0.324076186	0.048338155	0.006904419	0.029022529	0	0.044267712	0	0.0017668	0.066523448	0.059103822	0.038984178	0.017075269	0.002959562	0.00255362	0	0	0.012673478
TCGA-FP-8099-01A-11R-2343-13	0.141275214	0	0.00536793	0.037976856	0	0.207489474	0	0.032805159	0.055980657	0	0	0	0.001523928	0.331173225	0.086780847	0.096767431	0	0.002859279	0	0	0	0
TCGA-CD-8526-01A-11R-2343-13	0.132191012	0	0.029551799	0.081545443	0	0.192357411	0.062913862	0.08290585	0.077134323	0	0	0.019153741	0	0.162388989	0.037948014	0.086217232	0.001065235	0.031687084	0.002940004	0	0	0
TCGA-FP-A9TM-01A-11R-A39E-31	0.308593982	0.281075156	0.033147892	0.025059721	0	0.179182749	0.014718983	0.049592839	0	0	0	0	0	0.045164033	0.021545374	0.018254907	0	0.008042361	0.015622004	0	0	0
TCGA-CG-4476-01A-01R-1157-13	0.12737347	0	0.015182458	0.061712028	0	0.253324413	0.036653263	0.001871196	0.013335389	0.003103199	0	0	0	0.048682273	0.02792332	0.200407714	0.054971156	0.000654849	0.120275307	0	0.016494745	0.018035219
TCGA-SW-A7EA-01A-12R-A354-31	0.016637458	0	0.014287368	0.247591454	0	0.131840994	0.068806019	0.05348312	0.027603419	0.004107777	0	0.104465955	0	0.02749687	0.129325148	0.061712509	0.017113759	0.061003785	0.026397332	0	0	0.008127032
TCGA-HF-7132-01A-11R-2055-13	0.029608318	0.065258145	0.025346892	0.14365639	0	0.228384752	0.040056583	0.048767151	0.066544508	0	0	0	0	0.10481835	0.086186382	0.052169006	0.059709638	0	0.030493631	0	0.013878278	0.005121977
TCGA-D7-A6EX-01A-11R-A31P-31	0.205325572	0	0	0.089564208	0	0.25369333	0.002766161	0.064756203	0.083450479	0	0	0.038348814	0	0.008544889	0.079135745	0.119399045	0	0	0.055015552	0	0	0
TCGA-HU-A4GQ-01A-11R-A36D-31	0.030754692	0	0.002904404	0.107595159	0	0.095420461	0.167725249	0.052215867	0.006020185	0	0.007191585	0.015307596	0.011649568	0	0.201661592	0.172251824	0.00205482	0.048882606	0.078364393	0	0	0
TCGA-BR-8592-01A-11R-2402-13	0.145106735	0.026808105	0.033102219	0.102266463	0	0.316122039	0.039729162	0	0.039418378	0	0	0.010759593	0.020195985	0	0.029003406	0.170984329	0.015648415	0	0.050855172	0	0	0
TCGA-BR-8291-01A-11R-2343-13	0.061205396	0	0	0.156703633	0	0.149997038	0.034536839	0	0.056523893	0	0	0.031399018	0.010177873	0.023448664	0.017337007	0.254116455	0.069072963	0	0.13548122	0	0	0
TCGA-D7-A6EY-01A-21R-A31P-31	0.12527191	0.012419477	0.041290467	0.104303681	0	0.21890711	0.033554048	0.051615387	0.071292595	0	0	0.027127387	0	0.082893427	0.095539642	0.074271712	0.011586598	0	0.026254848	0	0	0.023671711
TCGA-HU-A4HB-01A-12R-A251-31	0.217769916	0.099000476	0.060436385	0.066905889	0	0.240070097	0.001214118	0.052034508	0.066755173	0	0	0.010482296	0	0.114624577	0.021883241	0.020558977	0	0	0.028264347	0	0	0
TCGA-BR-8367-01A-11R-2343-13	0.146648659	0	0.010120243	0.083210612	0	0.269022251	0	0	0.000585339	0	0	0.033674863	0.029187928	0.052247908	0.015709786	0.137897557	0.032894938	0.007496596	0.181303319	0	0	0
TCGA-CD-A4MG-01A-11R-A251-31	0.151705185	0	0.028889874	0.040108519	0	0.25362393	0	0.036091326	0.008315358	0	0	0.022656169	0.002077095	0.140296319	0.072806682	0.17431219	0.041621761	0	0.010059866	0	0	0.017435726
TCGA-HU-A4GX-01A-12R-A251-31	0.00366362	0.002121687	0.073907672	0.41585312	0	0	0.201611969	0.045269357	0.016857582	0	0	0	0.001228465	0	0.14200989	0.070460439	0.008779121	0	0.015655895	0	0	0.002581183
TCGA-D7-A4YX-01A-11R-A251-31	0.032731515	0	0.002078532	0.26059482	0	0.087328405	0.105074535	0.053046154	0.014746345	0	0	0.043118275	0.012563775	0.031194615	0.159005883	0.113261765	0.024432489	0.011824661	0.048998231	0	0	0
TCGA-CD-5800-01A-11R-1602-13	0.167611564	0	0	0.101054288	0	0.084898343	0	0.076727517	0.009349145	0	0	0	0.011908658	0.370193512	0.044767355	0.055626299	0	0.022523196	0	0.055340122	0	0
TCGA-HU-A4GJ-01A-11R-A251-31	0.235228172	0.078923277	0.107727293	0.113946336	0	0.212200965	0.028096369	0.092703321	0.018930183	0	0.001531993	0	0	0.042567219	0.002664185	0.026871975	0	0.01781104	0	0.020797673	0	0
TCGA-BR-8296-01A-11R-2343-13	0.175029652	0.099752417	0.048565401	0.120410154	0	0.235236355	0.042265266	0	0.07986779	0	0.009381851	0	0.000541379	0.055296109	0.045185602	0.040216196	0	0.03081303	0.017438798	0	0	0
TCGA-IN-A6RR-01A-12R-A32D-31	0.12127633	0	0.01133302	0.254887624	0	0.218374899	0.065994437	0.023329958	0.001370822	0	0.059409464	0	0.036112594	0.026489202	0.047037635	0.060199614	0.018085713	0	0	0.051111477	0.004987212	0
TCGA-HF-7131-01A-11R-2055-13	0.185058725	0	0.067282067	0.06617724	0	0.320538324	0.01771327	0	0.066363461	0	0.027482286	0	0.011895328	0.072047147	0.026457778	0.05359633	0.000712951	0.01737686	0.003122066	0.019903449	0	0.044272717
TCGA-HU-8238-01A-11R-2343-13	0.099871852	0	0.003972698	0.070253098	0	0.161419871	0.00224461	0.03101303	0.06824248	0	0	0.03773325	0	0.166495685	0.057520244	0.077648428	0	0.039733678	0.154645606	0.013912174	0	0.015293295
TCGA-HU-A4GH-01A-11R-A24K-31	0.217918161	0	0.013839248	0	0	0.287373496	0	0	0	0	0.020723497	0.003770605	0	0.272817813	0.024383357	0	0.002185616	0.01209097	0	0.086666236	0	0.058231001
TCGA-BR-6705-01A-12R-1884-13	0.122098166	0	0	0.111208155	0	0.216529576	0.012871081	0.032247993	0.102387218	0	0.017235904	0	0.010280832	0.099544296	0.082148728	0.099484296	0.027525422	0.015415139	0.051023194	0	0	0
TCGA-BR-8590-01A-11R-2402-13	0.134385574	0	0.071176512	0.073824073	0	0.296569249	0.003203289	0.018933165	0.041152085	0	0	0.01435883	0.008002973	0.041709393	0.053310534	0.166769913	0.007798529	0.017207007	0.051487875	0	0	0.000111001
TCGA-VQ-A8P8-01A-11R-A39E-31	0.152348389	0.1543556	0.053734788	0.100858154	0	0.247709275	0.004470349	0.014276659	0.078598339	0	0	0	0	0.052817408	0.015074729	0	0.029722104	0.021006079	0.052792453	0.022235673	0	0
TCGA-CG-4438-01A-01R-1157-13	0.041330889	0	0.006725617	0.133600168	0	0.224461221	0.239803337	0.016316304	0	0	0.010254986	0	0.005805259	0.059111609	0.08021924	0.130777199	0.011651079	0	0.039943092	0	0	0
TCGA-CG-4462-01A-01R-1157-13	0.03079343	0	0.004801314	0.010730214	0	0.219936754	0.020672039	0	0	0	0.023023204	0	0.021219862	0.047465388	0.007856269	0.234085759	0.02236535	0.045267847	0	0.03829972	0.038250048	0.235232804
TCGA-D7-6528-01A-11R-1802-13	0.074477072	0	0.006524296	0	0	0.184012534	0	0.027386292	0.00559674	0	0.01973735	0.004989457	0	0.399248069	0.06391556	0.095777986	0	0.003036182	0	0.115298464	0	0
TCGA-BR-8486-01A-31R-2402-13	0.126173019	0	0.027450518	0.013837672	0	0.273496289	0.077226913	0.031452471	0.055041389	0	0.050139281	0	0	0.248320341	0.022225968	0.042867052	0.004905654	0.005380208	0	0.021483225	0	0
TCGA-VQ-A8PF-01A-11R-A414-31	0.138037179	0	0.086936652	0.17635563	0	0.123143336	0.129045279	0.02313774	0.025382902	0	0.034908466	0	0.007726896	0.017173376	0.08625789	0.103819909	0.012801582	0.0098437	0.025429463	0	0	0
TCGA-VQ-A928-01A-11R-A414-31	0.054853368	0	0.008881909	0.02716513	0	0.272217481	0	0.025801136	0.033176019	0	0.04977981	0	0	0.349500411	0.011810524	0.018071078	0	0.015821377	0	0.125683838	0.000324764	0.006913156
TCGA-CD-8529-01A-11R-2343-13	0.117488208	0	0.149823263	0.075914918	0	0.168323343	0.036815387	0.022924325	0.057904156	0	0.000943432	0	0	0.14509443	0.059394252	0.127558644	0.011948594	0	0.023960911	0	0	0.001906137
TCGA-R5-A7O7-01A-11R-A33Y-31	0.09892924	0	0.043486495	0.045745406	0	0.3776752	0.074345744	0.012347486	0.095175679	0	0.001464118	0	0	0.092457035	0.054970603	0.027532606	0	0.015525967	0	0.045396278	0	0.014948143
TCGA-BR-8384-01A-21R-2402-13	0.094187783	0	0	0.214915141	0	0.25216552	0.024021076	0	0.037563715	0	0	0	0.013622733	0	0.044919042	0.166945215	0.059717214	0.016655293	0.075287267	0	0	0
TCGA-F1-A448-01A-11R-A24K-31	0.140177874	0	0.071778434	0.03948584	0	0.149675358	0.019309829	0.017620791	0	0	0.012429431	0	0	0.243257405	0	0.073329339	0	0.005982103	0	0.180193053	0	0.046760542
TCGA-BR-4253-01A-01R-1131-13	0.02350756	0	0.002144648	0.203509528	0	0	0.312685718	0.000832185	0	0.030319718	0.065484507	0	0	0.062084035	0.108559196	0.142640108	0.006032029	0.005758628	0.024261384	0	0.001855505	0.010325252
TCGA-IN-7808-01A-11R-2203-13	0.188722614	0.136102047	0.053270326	0.163256669	0	0.130059636	0.002435921	0.031361695	0.101040533	0	0	0.042646201	0	0.04503789	0.03868859	0.047216113	0	0	0	0.013791169	0.001358636	0.005011958
TCGA-IN-AB1V-01A-21R-A414-31	0.076570471	0.146546244	0.024734953	0.156826475	0	0.270338459	0	0.020658996	0.061465466	0	0	0.071212263	0.026569141	0	0.03130099	0.058370783	0.018416504	0.013975121	0.020962017	0	0	0.002052117
TCGA-CD-A4MH-01A-11R-A251-31	0.148398316	0	0.239961702	0.09340593	0	0.108213209	0	0.078467295	0.03179906	0	0	0.013776507	0	0	0.084677786	0.051078214	0.111048105	0	0.031838813	0	0	0.007335064
TCGA-CG-5716-01A-21R-1802-13	0.031813076	0.09796927	0.218583074	0.108988869	0	0.227084514	0.01427441	0.03823529	0.058557778	0	0.002928725	0	0	0.025534759	0.007476996	0.045460655	0.032427711	0.016821608	0.042530304	0.008682123	0.002899466	0.019731373
TCGA-F1-6874-01A-11R-1884-13	0.008365713	0	0.000916349	0.043099232	0	0.14553549	0.076641897	0	0.003065285	0	0.062201634	0	0	0.416214669	0.073256991	0.04274165	0	0	0	0.093725145	0	0.034235945
TCGA-D7-6524-01A-11R-1802-13	0.024447828	0	0	0.068258375	0	0.16415995	0.005488308	0	0.019421597	0	0	0	0.00181399	0.119022416	0	0.100861514	0.050490986	0.048649148	0	0.232951615	0	0.164434273
TCGA-BR-A4IV-01A-31R-A251-31	0.067988047	0	0.034272139	0.062199287	0	0.290255372	0.018908062	0	0.060285812	0	0	0.017632434	0.006730485	0.035598779	0.030889411	0.220406001	0.027485143	0.00034332	0.105098522	0.010452869	0	0.011454316
TCGA-HU-A4H6-01A-11R-A251-31	0.18389619	0.021041877	0.062751849	0.037203538	0	0.168206808	0.033529098	0.056469616	0.037367278	0	0	0.046843407	0	0.086850364	0.071099289	0.02756808	0.004952665	0.006824677	0.094116202	0	0	0.061279062
TCGA-BR-4368-01A-01R-1157-13	0.078141285	0	0.00142676	0.144698992	0	0.261194442	0.120887431	0.032646631	0	0	0.016903116	0	0	0.036131991	0.107034943	0.138974896	0.006441873	0	0.017200558	0.00741775	0.02512142	0.005777913
TCGA-RD-A8NB-01A-12R-A39E-31	0.135835559	0	0	0.054111915	0	0.233620663	0.04509534	0.063443278	0.056104982	0	0	0.072518221	0	0.036124133	0.136399794	0.063600437	0.023708981	0.005981964	0.057895326	0	0	0.015559407
TCGA-KB-A93G-01A-11R-A39E-31	0.018252768	0	0.000521623	0	0	0.15623076	0	0	0	0	0.031949577	0	0	0.307377751	0.010026307	0.068568986	0	0.037513356	0	0.252022306	0.016613192	0.100923373
TCGA-BR-6802-01A-11R-1884-13	0.05805165	0	0.014599261	0.244939041	0	0	0.175808071	0.051533106	0.075103945	0	0.081318256	0	0	0.055858332	0.036584644	0.065163303	0	0.103371657	0.02893467	0	0	0.008734063
TCGA-R5-A7ZR-01A-11R-A354-31	0	0.107868859	0.038167401	0.081393252	0	0.245211134	0	0	0.106573462	0	0	0.069461303	0.007283425	0.139363333	0.053671143	0.097860553	0.00321099	0.021603571	0.016389476	0.011942097	0	0
TCGA-BR-8682-01A-11R-2402-13	0.060238431	0	0	0	0	0.165313268	0	0.00205961	0.062665863	0	0	0.036028533	0	0.422346255	0.027758807	0.14373176	0	0	0.079857473	0	0	0
TCGA-IN-A6RL-01A-11R-A32D-31	0.145643379	0	0.063459645	0.073204727	0	0.258442519	0.022107305	0	0.061022169	0	0.010725812	0	0.022401581	0.003684618	0.114420482	0.148126352	0.014783026	0.008696237	0.048552942	0	0	0.004729207
TCGA-BR-7197-01A-11R-2203-13	0.078082904	0	0.004890451	0.049602845	0	0.190469243	0	0.008567492	0.044836882	0	0.013572712	0	0	0.406585818	0.099204933	0.092025795	0.002755922	0	0.009405003	0	0	0
TCGA-HJ-7597-01A-21R-2203-13	0.040343474	0.029668379	0.011963211	0.369928974	0	0.000141326	0.121194818	0.010953221	0.066417702	0	0.015134125	0.045659311	0	0.05480085	0.141474228	0.044809073	0	0.002046716	0.03798998	0	0	0.007474613
TCGA-BR-8297-01A-12R-2343-13	0.17469212	0	0	0.132515452	0	0.244145212	0.020651372	0.026248279	0.049443215	0	0	0.055933898	0.012946719	0.038211682	0.094937587	0.056678698	0.002398648	0	0.091197118	0	0	0
TCGA-D7-A748-01A-12R-A32D-31	0.054160071	0	0.009283934	0.018739373	0	0.190921497	0.000568801	0.012897491	0.052731341	0	0	0.018278049	0	0.157814036	0.05154307	0.250310704	0.068218668	0.004115695	0.041968824	0	0	0.068448446
TCGA-VQ-A923-01A-11R-A414-31	0.087771659	0	0	0.207910522	0	0.25591953	0.043235842	0.058629031	0.074456595	0	0.013169595	0	0	0.055680078	0.109881691	0.019300337	0.043893479	0	0.030151642	0	0	0
TCGA-BR-4357-01A-01R-1157-13	0.099184284	0	0.023361736	0.0999058	0	0.238047905	0.105598857	0.017977273	0.000216654	0	0.04050874	0	0	0.134432577	0.063581426	0.133784319	0.017370184	0	0.014935106	0	0	0.011095138
TCGA-BR-7717-01A-11R-2055-13	0.18797344	0	0	0.13972092	0	0.139027699	0	0.040788703	0.024138295	0	0	0	0	0.200245918	0.070700634	0.126293534	0	0	0	0.071110858	0	0
TCGA-D7-8575-01A-11R-2343-13	0.156591615	0	0.028823649	0	0	0.135167473	0	0.025979722	0.042583664	0	0	0.011974008	0	0.483676293	0	0.057891734	0	0.008783031	0	0.045415698	0	0.003113114
TCGA-F1-A72C-01A-21R-A33Y-31	0.098175282	0	0.028707794	0.136727438	0	0.215184446	0.030961313	0.02410412	0.015563525	0	0	0.12414897	0	0.08027632	0.064126601	0.112336568	0	0.00923579	0.058624301	0	0	0.001827532
TCGA-BR-8484-01A-11R-2402-13	0.104832896	0	0.029933165	0.097935032	0	0.271465649	0.023834789	0.025699004	0.041239294	0	0	0.022120059	0	0.13882969	0.083619806	0.10875216	0.019494567	0	0.025709859	0	0	0.006534031
TCGA-BR-8361-01A-11R-2343-13	0.047884855	0	0.00363254	0.299968401	0	0.147115236	0.106942155	0.063481956	0.080931826	0	0	0	0.00306132	0.007892022	0.064080922	0.081495957	0.002923554	0.075715863	0	0	0.000272775	0.014600618
TCGA-CD-8524-01A-11R-2343-13	0.094726134	0	0.021143892	0.20210355	0	0.245946164	0.020310609	0.012705879	0.085943231	0	0	0	0.001770801	0.024526625	0.131389769	0.08880583	0.050794923	0	0.019832593	0	0	0
TCGA-CD-A48C-01A-11R-A24K-31	0.036265846	0.036723093	0	0.152025467	0	0.186748177	0.055041444	0.030875266	0.033154076	0	0	0.012112757	0	0.140257022	0.099137625	0.137793215	0.035786195	0	0	0.041732016	0	0.002347802
TCGA-BR-8676-01A-11R-2402-13	0.005241191	0	0	0.386260804	0	0	0.175153465	0	0.069294055	0.003628509	0	0	0.005594699	0	0.05191269	0.249234043	0.025910127	0	0	0.006602435	0	0.021167982
TCGA-VQ-A91Y-01A-11R-A414-31	0.05618249	0	0.007299938	0.097917995	0	0.353442904	0.00452058	0	0.094736631	0	0	0.026422897	0.006808131	0.02673042	0.094122663	0.137016371	0.04248009	0.005831594	0.046487297	0	0	0
TCGA-VQ-A8PE-01A-11R-A414-31	0.107376899	0.016009327	0	0.120085756	0	0.135211494	0.090851481	0.094447674	0.076733187	0	0.018013213	0	0	0.197682832	0.035319834	0.057652538	0.007107808	0.04204083	0	0.001467127	0	0
TCGA-BR-8686-01A-11R-2402-13	0.115683913	0	0	0.280436919	0	0.197356517	0.024140724	0.01431386	0.046489644	0	0	0.008450646	0.024844486	0.003012051	0.12583219	0.117923813	0.005536577	0	0.035978661	0	0	0
TCGA-HU-A4G3-01A-11R-A24K-31	0.041841858	0.019942297	0	0.075847895	0	0.358417173	0	0	0.00071874	0	0	0.102603557	0.016840612	0.052864486	0.0033274	0.134789382	0	0.016223309	0.116548488	0.027946864	0	0.032087938
TCGA-VQ-A94R-01A-11R-A414-31	0.070927681	0	0.005094079	0.092367612	0	0.325830597	0.026590083	0.035981858	0.036304371	0	0.031213009	0	0.016584674	0.033597103	0.14628619	0.124019706	0.012712928	0	0.042490108	0	0	0
TCGA-RD-A8MV-01A-11R-A36D-31	0.067436026	0.012962317	0.011731706	0.114315574	0	0.176792331	0.06484858	0.056500015	0.066640289	0.006670058	0.011583336	0	0	0.117018125	0.115360386	0.071945772	0.002643223	0.020898232	0.02960773	0	0	0.053046301
TCGA-HU-A4H3-01A-21R-A251-31	0.049532193	0	0.003781957	0.190536291	0	0.153794096	0.11269833	0.064441712	0.043029644	0	0.014678971	0.005455804	0	0.06880923	0.062735345	0.071414705	0	0.025336267	0	0.104582708	0.015444959	0.013727789
